FileName,Type,Group,Instance,TGIType,TGISubtype,Message
PEG SPAM Super Resource Pack, 0x6534284A,0xA7BDDF17,0x073DC00C,EXMP,EXEMPLAR,missing property: ExemplarType
PEG SPAM Super Resource Pack, 0x6534284A,0xA7BDDF17,0x073DC00D,EXMP,EXEMPLAR,missing property: ExemplarType
PEG SPAM Super Resource Pack, 0x6534284A,0xA7BDDF17,0x073DC00E,EXMP,EXEMPLAR,missing property: ExemplarType
PEG SPAM Super Resource Pack, 0x6534284A,0xA7BDDF17,0x073DC00F,EXMP,EXEMPLAR,missing property: ExemplarType
PEG SPAM Super Resource Pack, 0x6534284A,0xA7BDDF17,0x073DC010,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x365A7657,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0xB65A7675,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x965A7691,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0xD65A760A,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x565A7633,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x165AE0D8,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x365AE0FE,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x765A76C3,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0xD65A76E2,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x365A76FE,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x765A771D,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Cessna 208 Pack 1, 0x6534284A,0xA7BDDF17,0x565A7739,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D42636,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x76D4288E,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D42670,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D428A7,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D42698,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xB6D428F6,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x96D426B5,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xD6D4291F,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xF6D426F0,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D4293F,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D427CC,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x56D4285B,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xF6D427F4,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x76D42826,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x76D4278B,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x56D42967,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D42761,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x96D42985,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x56D95AFC,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D95D5C,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xB6D95B4D,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xB6D95D7C,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xD6D95B70,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x36D95D99,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x76D95B90,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x96D95DB8,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x36D95BCA,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x36D95DE3,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xB6D95BEE,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D95CDE,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x76D95C0B,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x56D95CFD,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x36D95C56,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0x16D95E40,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xF6D95C96,EXMP,EXEMPLAR,missing property: ExemplarType
SCAG Learjet 45 Pack 1, 0x6534284A,0xA7BDDF17,0xD6D95E0A,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels1 v2, 0x6534284A,0x096E6739,0xA387E013,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels1 v2, 0x6534284A,0x096E6739,0xA387E01D,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels1 v2, 0x6534284A,0x096E6739,0xA387E01E,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels1 v2, 0x6534284A,0x096E6739,0xA387E00D,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels1 v2, 0x6534284A,0x096E6739,0xA387E01B,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels1 v2, 0x6534284A,0x096E6739,0xA387E01C,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels2 v2, 0x6534284A,0x096E6739,0xA387E010,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels2 v2, 0x6534284A,0x096E6739,0xA387E011,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels2 v2, 0x6534284A,0x096E6739,0xA387E016,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels2 v2, 0x6534284A,0x096E6739,0xA387E012,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels2 v2, 0x6534284A,0x096E6739,0xA387E00F,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Hotels2 v2, 0x6534284A,0x096E6739,0xA387E01F,EXMP,EXEMPLAR,missing property: ExemplarType
SG_Models_Motels, 0x6534284A,0x096E6739,0xA387E015,EXMP,EXEMPLAR,missing property: ExemplarType
Shmails Cabbage Props 1, 0x6534284A,0x07BDDF1C,0xAE1512FA,EXMP,EXEMPLAR,missing property: ExemplarType
Shmails Houseboat Prop Pack, 0x6534284A,0x07BDDF1C,0x6DDD7B2D,EXMP,EXEMPLAR,missing property: ExemplarType
Shmails Windmill and Obsevatory Props, 0x6534284A,0x07BDDF1C,0x0E1E290F,EXMP,EXEMPLAR,missing property: ExemplarType
SM_Mars_Props1, 0x6534284A,0x07BDDF1C,0x4E273D51,EXMP,EXEMPLAR,missing property: ExemplarType
Vortexture 2 - Grass and Dirt v2.dat,,,,,,Unable to read DBPF file. Format unknown.
WW2 Fortification Prop Set United Kingdom, 0x6534284A,0x07BDDF1C,0xB0BDD3F9,EXMP,EXEMPLAR,missing property: ExemplarType
